route_id,service_id,trip_id,direction_id,shape_id,wheelchair_accessible
141.7,141.7.944,141.7.1.3.3,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.4,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.5,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.6,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.7,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.8,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.9,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.10,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.11,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.12,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.13,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.14,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.15,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.16,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.17,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.18,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.19,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.20,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.21,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.22,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.23,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.24,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.25,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.26,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.27,0,141.7.1.3,1
141.7,141.7.1034,141.7.1.4.0,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.1,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.2,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.3,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.4,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.5,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.6,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.7,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.8,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.9,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.10,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.11,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.12,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.13,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.14,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.15,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.16,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.17,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.18,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.19,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.20,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.21,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.22,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.23,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.24,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.25,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.26,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.27,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.28,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.29,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.30,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.31,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.32,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.33,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.34,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.35,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.36,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.37,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.38,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.39,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.40,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.41,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.42,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.43,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.44,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.45,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.46,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.47,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.48,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.49,0,141.7.1.4,1
141.7,141.7.1034,141.7.1.4.50,0,141.7.1.4,1
141.7,141.7.314,141.7.2.1.0,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.1,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.2,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.3,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.4,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.5,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.6,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.7,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.8,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.9,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.10,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.11,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.12,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.13,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.14,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.15,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.16,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.17,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.18,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.19,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.20,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.21,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.22,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.23,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.24,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.25,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.26,1,141.7.2.1,1
141.7,141.7.314,141.7.2.1.27,1,141.7.2.1,1
141.7,141.7.809,141.7.2.2.0,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.1,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.2,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.3,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.4,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.5,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.6,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.7,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.8,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.9,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.10,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.11,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.12,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.13,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.14,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.15,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.16,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.17,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.18,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.19,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.20,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.21,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.22,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.23,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.24,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.25,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.26,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.27,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.28,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.29,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.30,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.31,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.32,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.33,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.34,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.35,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.36,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.37,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.38,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.39,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.40,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.41,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.42,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.43,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.44,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.45,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.46,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.47,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.48,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.49,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.50,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.51,1,141.7.2.2,1
141.7,141.7.809,141.7.2.2.52,1,141.7.2.2,1
141.7,141.7.899,141.7.2.3.0,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.1,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.2,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.3,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.4,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.5,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.6,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.7,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.8,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.9,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.10,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.11,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.12,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.13,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.14,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.15,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.16,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.17,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.18,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.19,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.20,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.21,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.22,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.23,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.24,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.25,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.26,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.27,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.28,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.29,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.30,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.31,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.32,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.33,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.34,1,141.7.2.3,1
141.7,141.7.899,141.7.2.3.35,1,141.7.2.3,1
141.7,141.7.1034,141.7.2.4.0,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.1,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.2,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.3,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.4,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.5,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.6,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.7,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.8,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.9,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.10,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.11,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.12,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.13,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.14,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.15,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.16,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.17,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.18,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.19,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.20,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.21,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.22,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.23,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.24,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.25,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.26,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.27,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.28,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.29,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.30,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.31,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.32,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.33,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.34,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.35,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.36,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.37,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.38,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.39,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.40,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.41,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.42,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.43,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.44,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.45,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.46,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.47,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.48,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.49,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.50,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.51,1,141.7.2.4,1
141.7,141.7.1034,141.7.2.4.52,1,141.7.2.4,1
142.5,142.5.809,142.5.1.1.0,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.1,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.2,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.3,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.4,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.5,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.6,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.7,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.8,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.9,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.10,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.11,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.12,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.13,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.14,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.15,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.16,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.17,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.18,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.19,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.20,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.21,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.22,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.23,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.24,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.25,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.26,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.27,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.28,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.29,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.30,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.31,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.32,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.33,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.34,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.35,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.36,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.37,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.38,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.39,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.40,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.41,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.42,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.43,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.44,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.45,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.46,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.47,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.48,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.49,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.50,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.51,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.52,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.53,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.54,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.55,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.56,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.57,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.58,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.59,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.60,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.61,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.62,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.63,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.64,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.65,0,142.5.1.1,1
142.5,142.5.809,142.5.1.1.66,0,142.5.1.1,1
142.5,142.5.899,142.5.1.2.0,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.1,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.2,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.3,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.4,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.5,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.6,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.7,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.8,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.9,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.10,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.11,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.12,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.13,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.14,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.15,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.16,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.17,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.18,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.19,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.20,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.21,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.22,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.23,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.24,0,142.5.1.2,1
142.5,142.5.899,142.5.1.2.25,0,142.5.1.2,1
142.5,142.5.944,142.5.1.3.0,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.1,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.2,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.3,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.4,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.5,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.6,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.7,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.8,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.9,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.10,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.11,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.12,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.13,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.14,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.15,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.16,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.17,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.18,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.19,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.20,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.21,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.22,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.23,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.24,0,142.5.1.3,1
142.5,142.5.944,142.5.1.3.25,0,142.5.1.3,1
142.5,142.5.1034,142.5.1.4.0,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.1,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.2,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.3,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.4,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.5,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.6,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.7,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.8,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.9,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.10,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.11,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.12,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.13,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.14,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.15,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.16,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.17,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.18,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.19,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.20,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.21,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.22,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.23,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.24,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.25,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.26,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.27,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.28,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.29,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.30,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.31,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.32,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.33,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.34,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.35,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.36,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.37,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.38,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.39,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.40,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.41,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.42,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.43,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.44,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.45,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.46,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.47,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.48,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.49,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.50,0,142.5.1.4,1
142.5,142.5.1034,142.5.1.4.51,0,142.5.1.4,1
142.5,142.5.809,142.5.2.1.0,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.1,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.2,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.3,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.4,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.5,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.6,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.7,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.8,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.9,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.10,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.11,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.12,1,142.5.2.1,1
142.5,142.5.809,142.5.2.1.13,1,142.5.2.1,1
